Introduction,Author 1,Author 2,Author 3,Author 4,Author 5,Journal,Year,Citations,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Article_Gender
,Barbara,Francesca,None,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101112",34,female,female,,,,Female
,Rabah,Adriana,Isabelle,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101109",7,unknown,female,female,,,Mix
,Mikołaj,Katarzyna,Nick,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101110",39,male,female,male,,,Mix
,Paul,None,None,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101106",13,male,,,,,Male
,Alec,Feng,Sarah,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101113",15,male,unknown,female,,,Mix
,John,None,None,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101114",7,male,,,,,Male
,Douglas,Unknown,David,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101115",2,male,unknown,male,,,Mix
,Daniel,Thomas,Wiktor,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101119",1,male,male,male,,,Male
,Gabriel,Nathan,Mykel,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101120",15,male,male,unknown,,,Mix
,Gerard,Cees,None,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101118",13,male,male,,,,Male
,Yuichi,Kenji,None,None,None,Resource and Energy Economics,"Volume 58, November 2019, 101121",5,male,male,,,,Male
,None,None,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Page ii",0,,,,,,Unknown
,None,None,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Page iii",0,,,,,,Unknown
,Zach,Dietrich,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 1-17",20,male,male,,,,Male
,Claudia,Andreas,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 18-35",61,female,male,,,,Mix
,Andrew,Elaine,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 36-50",14,male,female,,,,Mix
,Andrew,Corey,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 51-67",26,male,unknown,,,,Mix
,Ben,Ian,Katherine,Brett,Silvia,Resource and Energy Economics,"Volume 57, August 2019, Pages 68-84",10,male,male,female,male,female,Mix
,Kevin,Jessica,Sreeya,Weibin,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 85-100",23,male,female,unknown,unknown,,Mix
,Gilles,Luc,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 101-118",10,male,male,,,,Male
,Manuel,Gerhard,Stephan,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 119-134",29,male,male,male,,,Male
,Klaus,Jürgen,Faical,Julia,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 135-155",29,male,male,unknown,female,,Mix
,Unknown,Unknown,Unknown,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 156-184",7,unknown,unknown,unknown,,,Mix
,Arthur,Ramjee,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 185-204",3,male,unknown,,,,Mix
,María,Kenneth,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Pages 205-221",8,unknown,male,,,,Mix
,Kene,Benjamin,None,None,None,Resource and Energy Economics,"Volume 57, August 2019, Page 222",1,unknown,male,,,,Mix
,None,None,None,None,None,Resource and Energy Economics,"Volume 56, May 2019, Page ii",0,,,,,,Unknown
,Andreas,Shunsuke,None,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 1-5",13,male,male,,,,Male
,Jing,Mun,Yating,Richard,William,Resource and Energy Economics,"Volume 56, May 2019, Pages 6-27",41,unknown,unknown,unknown,male,male,Mix
,Todd,David,Hege,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 28-38",13,male,male,female,,,Mix
,Julia,Massimo,Nilkanth,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 39-58",85,female,male,unknown,,,Mix
,Joachim,Tobias,None,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 59-70",28,male,male,,,,Male
,Andreas,Benjamin,Shunsuke,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 71-95",63,male,male,male,,,Male
,Anna,Markus,None,None,None,Resource and Energy Economics,"Volume 56, May 2019, Pages 96-112",18,female,male,,,,Mix
,None,None,None,None,None,Resource and Energy Economics,"Volume 55, February 2019, Page ii",0,,,,,,Unknown
,Na,Jack,Steven,None,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 1-23",18,unknown,male,male,,,Mix
,Kene,Benjamin,None,None,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 24-48",17,unknown,male,,,,Mix
,Shang,Unknown,None,None,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 49-62",14,unknown,unknown,,,,Mix
,Felipe,Roberto,José,Stefan,Moisés,Resource and Energy Economics,"Volume 55, February 2019, Pages 63-80",13,male,male,male,male,male,Male
,Todd,Haoran,Simona,Emi,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 81-101",4,male,unknown,female,female,,Mix
,Joshua,Dale,Terry,Harvey,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 102-123",2,male,unknown,unknown,male,,Mix
,Jürgen,Torben,None,None,None,Resource and Energy Economics,"Volume 55, February 2019, Pages 124-142",3,male,male,,,,Male
,None,None,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Page ii",0,,,,,,Unknown
,Unknown,Unknown,Unknown,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 1-22",12,unknown,unknown,unknown,,,Mix
,Corey,Patrick,Shanna,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 23-36",3,unknown,male,female,,,Mix
,Patrick,Greg,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 37-52",14,male,male,,,,Male
,Pauli,None,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 53-68",10,male,,,,,Male
,Katherine,Mikołaj,Nick,Jacob,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 69-89",25,female,male,male,male,,Mix
,Nicolas,None,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 90-108",3,male,,,,,Male
,Hide-Fumi,Kosuke,Yuki,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 109-124",13,unknown,male,unknown,,,Mix
,Justin,Daniel,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 125-149",5,male,male,,,,Male
,Daniel,None,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 150-164",13,male,,,,,Male
,Machiel,Yuyu,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 165-185",4,male,unknown,,,,Mix
,Olivier,Omer,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 186-211",5,male,male,,,,Male
,Oguzhan,Per,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 212-225",49,unknown,male,,,,Mix
,Maria,Maria,None,None,None,Resource and Energy Economics,"Volume 54, November 2018, Pages 226-236",3,female,female,,,,Female
,None,None,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Page ii",0,,,,,,Unknown
,Isamu,None,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 1-19",6,male,,,,,Male
,Nguyen,Ottmar,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 20-41",3,unknown,male,,,,Mix
,Anke,Vance,Hao,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 42-61",17,female,male,unknown,,,Mix
,Laura,Jan,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 62-78",9,female,male,,,,Mix
,David,None,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 79-100",2,male,,,,,Male
,Jonathan,None,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 101-113",10,male,,,,,Male
,Gregmar,Hayley,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 114-132",50,unknown,female,,,,Mix
,John,Ana,Felix,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 133-146",16,male,female,male,,,Mix
,Levan,Hannah,Kelly,Unknown,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 147-161",7,male,female,unknown,unknown,,Mix
,Meagan,Gregory,None,None,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 162-197",14,female,male,,,,Mix
,Sei,Justin,Brent,Michael,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 198-219",33,unknown,male,male,male,,Mix
,Terje,Halvor,Knut,Petter,None,Resource and Energy Economics,"Volume 53, August 2018, Pages 220-239",6,male,male,male,male,,Male
,None,None,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Page ii",0,,,,,,Unknown
,Mauricio,None,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 1-17",8,male,,,,,Male
,Benjamin,None,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 18-32",12,male,,,,,Male
,Yu,None,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 33-49",16,unknown,,,,,Mix
,Reza,Arthur,John,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 50-63",1,unknown,male,male,,,Mix
,Daire,John,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 64-86",8,unknown,male,,,,Mix
,Kahsay,Mette,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 87-101",39,unknown,female,,,,Mix
,David,Andrew,Heather,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 102-123",12,male,male,female,,,Mix
,Carson,Cloé,Richard,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 124-136",8,unknown,female,male,,,Mix
,Massimo,Bettina,Giuliano,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 137-152",18,male,female,male,,,Mix
,Matthew,Harrison,None,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 153-172",9,male,male,,,,Male
,Zenebe,Abebe,Randall,Peter,Alemu,Resource and Energy Economics,"Volume 52, May 2018, Pages 173-185",62,unknown,unknown,male,male,unknown,Mix
,Barbara,Luca,Fabio,None,None,Resource and Energy Economics,"Volume 52, May 2018, Pages 186-215",19,female,male,male,,,Mix
,None,None,None,None,None,Resource and Energy Economics,"Volume 51, February 2018, Page ii",0,,,,,,Unknown
,Mireille,Jean-Christophe,Sébastien,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 1-17",7,female,unknown,male,,,Mix
,Robert,None,None,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 18-27",7,male,,,,,Male
,Miguel,Katrin,None,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 28-43",7,male,female,,,,Mix
,Rui,Minoru,Yasuhiro,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 44-66",27,male,unknown,male,,,Mix
,Nicolas,Jeffrey,Nathan,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 67-83",14,male,male,male,,,Male
,Carolyn,Mads,Knut,None,None,Resource and Energy Economics,"Volume 51, February 2018, Pages 84-98",11,female,male,male,,,Mix
,None,None,None,None,None,Resource and Energy Economics,"Volume 50, November 2017, Page IFC",0,,,,,,Unknown
,Patrick,Preston,None,None,None,Resource and Energy Economics,"Volume 50, November 2017, Pages 1-14",15,male,male,,,,Male
,Byung-Cheol,Matthew,None,None,None,Resource and Energy Economics,"Volume 50, November 2017, Pages 15-35",12,unknown,male,,,,Mix
,Juan,María,None,None,None,Resource and Energy Economics,"Volume 50, November 2017, Pages 36-50",19,male,unknown,,,,Mix
,Christoph,Brita,Taran,Knut,None,Resource and Energy Economics,"Volume 50, November 2017, Pages 51-73",22,male,female,male,male,,Mix
